text,label,idx
When did Rococo painting and architecture flourish ?,5,95
What country 's national passenger rail system is called Via ?,4,96
Who invented Make-up ?,3,97
What is the origin of the word `` attic '' ?,2,98
What did Delilah do to Samson 's hair ?,2,99
What kind of animals were in the Paleozoic era ?,1,100
Which of the following was Rhodes Scholar ?,3,101
Who comprised the now-defunct comic book team known as the Champions ?,3,102
How do you make a paintball ?,2,103
What U.S. state is Fort Knox in ?,4,104
What is a female rabbit called ?,1,105
Where is the highest point in Japan ?,4,106
Where do chihuahuas come from ?,2,107
Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,4,108
What are the world 's four oceans ?,4,109
What 's the only work by Michelangelo that bears his signature ?,1,110
What is the largest snake in the world ?,1,111
In what medium is Stuart Hamblen considered to be the first singing cowboy ?,1,112
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,4,113
How much money does a back injury lawsuit get ?,5,114
What 's the common name for acetylsalicylic acid ?,1,115
What does the Georgetown `` Hoya '' mean ?,2,116
Where can I find a list of `` classic '' books 5th and 6th graders should read ?,4,117
Which two products use a tiger as their symbol ?,1,118
How is the election of a new Pope announced to the world ?,2,119
How long does it take for your blood to make one complete trip through the body ?,5,120
How do chickens have baby chicks ?,2,121
What is the historical relationship of Catholic Church and bingo ?,2,122
How was the element calcium named ?,2,123
What crooner joined The Andrews Sisters for Pistol Packin Mama ?,3,124
What piano company claims its product is the `` Instrument of the immortals '' ?,3,125
When did the Bounty mutiny take place ?,5,126
What novel inspired the movie BladeRunner ?,1,127
What is a transistor ?,2,128
What is a film starring Jude Law ?,1,129
What Hollywood dog died in the arms of Jean Harlow in 1932 ?,1,130
What are the most common elements in the Earth 's crust ?,1,131
"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",5,132
What actress has received the most Oscar nominations ?,3,133
What are equity securities ?,2,134
What is gymnophobia ?,2,135
Where is the Orinoco ?,4,136
What was the name of the `` Little Rascals '' dog ?,1,137
"What city boasts Penn 's Landing , on the banks of the Delaware river ?",4,138
What Broadway musical was inspired by Cervantes 's Don Quixote ?,1,139
"What is the origin of the word , JJ .",2,140
How many hostages were killed in the Entebbe raid ?,5,141
How you can raise your IQ ?,2,142
Who produces Spumante ?,3,143
Who earns their money the hard way ?,3,144
Who founded the People 's Temple Commune ?,3,145
What athlete makes the most money from sports merchandise sales ?,3,146
How many bends are there in a standard paper clip ?,5,147
Who discovered electricity ?,3,148
What part of your body contains the corpus callosum ?,1,149
Who was the first American in space ?,3,150
What two South American countries do n't border Brazil ?,4,151
What album put The Beatles on the cover of Time in 1967 ?,1,152
"What poem contains the line , `` grow old with me the best is yet to be '' .",1,153
What is a dental root canal ?,2,154
What war did the Wanna-Go-Home Riots occur after ?,1,155
What is the busiest air travel season ?,5,156
What 's the colored part of the eye called ?,1,157
What are hook worms ?,2,158
Where is the Rose Bowl played ?,4,159
Which Japanese car maker had its biggest percentage of sale in the domestic market ?,3,160
Who is the mayor of Marbella ?,3,161
"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?",4,162
In what year did Thatcher become prime minister ?,5,163
How many months does it take the moon to revolve around the Earth ?,5,164
Where are the 49 steps ?,4,165
In what year was De Gaulle elected president of France ?,5,166
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,3,167
Who directed `` Jaws '' ?,3,168
On what T.V. show could Tom Terrific be found ?,1,169
What Indian tribe is F Troop perpetually doing battle with ?,3,170
Where did Indian Pudding come from ?,2,171
Why do some clothing labels say `` Use a nonchlorine bleach '' ?,2,172
How many colonies were involved in the American Revolution ?,5,173
What is the name of the city that Maurizio Pellegrin lives in ?,4,174
Where can I find pictorial directions on how to build a very simple treehouse ?,4,175
"What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",1,176
What is the name of the managing director of Apricot Computer ?,3,177
What is the occupation of Nicholas Cage ?,3,178
"What is the 401 , K , plan ?",2,179
What causes pneumonia ?,2,180
What are the three winter months in the southern hemisphere ?,5,181
What does gringo mean ?,2,182
What country contains Africa 's northernmost point ?,4,183
What therapy attempts to elicit the `` primal scream '' ?,1,184
Where is the Kalahari desert ?,4,185
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,3,186
What city is sometimes called Gotham ?,4,187
What dangles over the tongue from the palate ?,1,188
Who created Dennis the Menace ?,3,189
What dummy received an honorary degree from Northwestern University ?,3,190
When was the first Wall Street Journal published ?,5,191
What countries have the largest areas of forest ?,4,192
How do I start a web based business ?,2,193
Name Alvin 's brothers,3,194
What is Eagle 's syndrome styloid process ?,2,195
How did Jayne Mansfield die ?,2,196
When did the royal wedding of Prince Andrew and Fergie take place ?,5,197
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,3,198
What explorer was nicknamed Iberia 's Pilot ?,3,199
CNN began broadcasting in what year ?,5,200
What is a ball that hits the foul pole called ?,1,201
What makes hamburgers taste like steakburgers ?,2,202
Which company created the Internet browser Mosaic ?,3,203
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,1,204
What was the education system in the 1960 's ?,1,205
What South American city has the world 's highest commercial landing field ?,4,206
How can I find out which cities have cable-modem access ?,2,207
What is Betsy Ross famous for ?,2,208
How many species of sharks are there ?,5,209
What is `` snoogans '' ?,2,210
How many people are there in the world ?,5,211
What shrubs can be planted that will be safe from deer ?,1,212
What organization 's offices were broken into at Watergate in 1972 ?,3,213
What is the design of the ship Titanic ?,2,214
What does S.O.S. stand for ?,0,215
Name a technique widely used to detect birth defects ?,1,216
What is the daily requirement of folic acid for an expectant mother ?,2,217
What is the `` 7-minute cigarette '' ?,2,218
What four forms does gold occur in ?,1,219
What is the acreage of the Chappellet vineyard ?,5,220
How do you correctly say the word ` qigong ' ?,2,221
When did beethoven die ?,5,222
How much does a new railroad coal car cost ?,5,223
What two European countries entered the War of American Independence against the British ?,4,224
What is the filmmakers collabrative ?,2,225
What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,3,226
What caused Harry Houdini 's death ?,2,227
"Who was the mother of the man who would not be king , the duke of Windsor ?",3,228
How many revolutions does a standard LP make in three minutes ?,5,229
What is the name of the tallest mountain in the world ?,4,230
Where can I find a review of Nightmare on Elm Street in a film journal ?,4,231
What 's the slowest Olympic swimming stroke ?,1,232
What was the name of the first Russian astronaut to do a spacewalk ?,3,233
What disease is transmitted by the Anopheles mosquito ?,1,234
What rum is so `` mixable '' it is a one-brand bar ?,1,235
How many South American countries have the letter Z in their names ?,5,236
What is the contents of proposition 98 ?,2,237
Where was George Washington born ?,4,238
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",5,239
Who wrote NN DT NNP NNP '' ?,3,240
What is paracetamol ?,2,241
What are the powers and weaknesses of Green Lantern 's ring ?,2,242
"Which mosquito 's bite draws blood , DT NN CC DT NN .",1,243
When was the first steel mill in the United States built ?,5,244
What diminutive American female gymnast stole the show at the 1984 Olympics ?,3,245
What is the origin of the name Katie ?,2,246
"What schools in the Washington , DC NN NN VBP NN NN NN NN .",3,247
When did the Berlin Wall go up ?,5,248
Who is Terrence Malick ?,3,249
What instrument is Ray Charles best known for playing ?,1,250
"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",2,251
What is the mascot for Notre Dame University ?,1,252
"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",4,253
When did Mount St. Helen last have a significant eruption ?,5,254
CNN is the abbreviation for what ?,0,255
When did World War I start ?,5,256
How many feet are there in a fathom ?,5,257
What is a Canada two-penny black ?,2,258
What European city do Nicois live in ?,4,259
How can I find out what year a Beanie Baby was introduced ?,2,260
What is the classic definition of tragic hero ?,2,261
To what does Microsoft 's Windows 3 owe its success ?,1,262
Who was President of Afghanistan in 1994 ?,3,263
"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",1,264
What did brontosauruses eat ?,1,265
What color bottles do good Rhine wines come in ?,1,266
Who was the lead actress in the movie ` Sleepless in Seattle ' ?,3,267
Who was the 16th President of the United States ?,3,268
Who are the two sons of Ozzie and Harriet Nelson ?,3,269
What is molybdenum ?,2,270
When is Boxing Day ?,5,271
What is the lowest level of the American judiciary ?,1,272
When was the battle of the Somme fought ?,5,273
How many people did Randy Craft kill ?,5,274
What 's the official animal of Canada ?,1,275
When did Spielberg direct `` Jaws '' ?,5,276
What is the size of the largest akita ?,5,277
What animal has the biggest eyes ?,1,278
What is California 's capital ?,4,279
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,3,280
Who was the founding member of the Pink Floyd band ?,3,281
What European country is home to the beer-producing city of Budweis ?,4,282
How do I find the balance of my social security account ?,2,283
What is the history of Valentine 's Day cards ?,2,284
Where was Christopher Columbus born ?,4,285
What do Italians call Florence ?,1,286
How do you get to the top of the Eiffel Tower ?,2,287
What does ` PSI ' stand for ?,0,288
What sea did the Romans call mare nostrum ?,4,289
What 's the term for a bet before cards are dealt ?,1,290
"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",1,291
What city did the Flintstones live in ?,4,292
What is Latin for incompetent ?,1,293
What chemicals are used in lethal injection ?,1,294
What toy company is the world 's No.1 maker of female apparel ?,3,295
What board game does a `` wood-pusher '' play poorly ?,1,296
Which Doonesbury character was likely to turn into a werewolf ?,3,297
What is the abbreviation for micro ?,0,298
What are the 7 articles of the constitution ?,1,299
Who has won the most Super Bowls ?,3,300
What does NASDAQ stand for ?,0,301
What is BPH ?,0,302
What is the fastest commercial automobile that can be bought in the US ?,1,303
What stadium do the Miami Dolphins play their home games in ?,4,304
Who has the only speaking role in `` Silent Movie '' ?,3,305
Why is poop sometimes different colors ?,2,306
What was Einstein 's IQ ?,5,307
What day was Pearl Harbor attacked in 1942 ?,5,308
What girl 's name is `` Teddy '' an affectionate form of ?,3,309
What state is John F. Kennedy buried in ?,4,310
What is the best way to remove wallpaper ?,1,311
What U.S. state has an element named for it ?,4,312
What company tabulates the ballots in voting for the Academy Awards ?,3,313
How did the tradition of best man start ?,2,314
How many years ago did the ship Titanic sink ?,5,315
What is the deepest area of the Arctic Ocean ?,4,316
What are Halloween 's colors ?,1,317
How is silk screening done ?,2,318
"What is the latitude and longitude of El Paso , Texas ?",5,319
Who made a boat out of gopher wood ?,3,320
Where can I find a `` Fifth Element '' screensaver ?,4,321
Which Bloom County resident wreaks havoc with a computer ?,3,322
How does a rainbow form ?,2,323
What is the normal resting heart rate of a healthy adult ?,5,324
What is the population of Ohio ?,5,325
How many calories are there in a Big Mac ?,5,326
Hazmat stands for what ?,2,327
What creature scares people in the film `` Jaws '' ?,1,328
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,3,329
Who followed Caesar ?,3,330
What are the four elements ?,1,331
Who was the first woman golfer to earn a million ?,3,332
What 's the tallest piece on a chessboard ?,1,333
What is Answers.com 's address ?,4,334
Where can I buy movies on videotape online ?,4,335
Who does the advertizing for Frito-Lay ?,3,336
Who is the leading competitor of Trans Union Company ?,3,337
What product did Robert Conrad dare people to knock off his shoulder ?,1,338
Who invented the radio ?,3,339
What 's the American dollar equivalent for 8 pounds in the U.K. ?,5,340
What are the different approaches of systems analysis ?,1,341
How do doctors diagnose bone cancer ?,2,342
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,3,343
What is the speed of the Mississippi River ?,5,344
What are the developmental stages of a swimmer ?,1,345
What actor first portrayed James Bond ?,3,346
What ocean is the largest in the world ?,4,347
"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",3,348
What year did Jack Nicklaus join the Professional Golfers Association tour ?,5,349
How many sonnets did Shakespeare write ?,5,350
What causes the redness in your cheeks when you blush ?,2,351
Who won the Nobel Peace Prize in 1991 ?,3,352
Who are the Challengers of the Unknown ?,3,353
Define the Pheonix Club ?,2,354
Which city did Christian Crusaders fight to recapture from the Muslims ?,4,355
What does it mean `` Rupee Depreciates '' ?,2,356
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,1,357
Who was the first coach of the Cleveland Browns ?,3,358
How successful is arometherapy ?,2,359
What Jewish holiday saw the start of the 1973 Mideast War ?,1,360
How does a copier work ?,2,361
What is the speed of the Mississippi River ?,5,362
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,3,363
What is Dudley Do-Right 's horse 's name ?,1,364
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,3,365
Where does chocolate come from ?,4,366
What TV game show once saw a contestant admit to picking his toes in the shower ?,1,367
What Soviet leader owned a Rolls-Royce ?,3,368
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,4,369
What war did Florence Nightingale tend the troops in ?,1,370
"Who wrote the song , `` Stardust '' ?",3,371
How many Beatles ' records went #1 ?,5,372
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,3,373
What is the abbreviation of the company name ` General Motors ' ?,0,374
What mountains lie between the Arkansas and Missouri rivers ?,4,375
Who received the Will Rogers Award in 1989 ?,3,376
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,4,377
How many equal angles are there in an isosceles triangle ?,5,378
What is the fear of cockroaches called ?,1,379
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,1,380
What is the use of a 24-hour clock instead of a 12-hour clock ?,2,381
What was the name of the lawyer who represented Randy Craft ?,3,382
What United States President had dreamed that he was assassinated ?,3,383
What film did Lee Marvin win the 1965 best actor Oscar for ?,1,384
Where is Basque country located ?,4,385
What product does `` Mrs. Olsen '' promote ?,1,386
What time of day did Emperor Hirohito die ?,5,387
What is dry ice ?,2,388
What 's the most powerful card in Euchre ?,1,389
What does `` intractable plantar keratoma '' mean ?,2,390
How many years did it take James Joyce to write Ulysses ?,5,391
What crop failure caused the Irish Famine ?,1,392
What South Korean city is served by Kimpo International Airport ?,4,393
How many types of dogs ' tails are there - three,5,394
What is the longest-running television series ?,1,395
What predators exist on Antarctica ?,1,396
What is the difference between a generator and an alternator ?,2,397
How is energy created ?,2,398
What beer advertised that it had `` three rings '' ?,1,399
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,5,400
What golfing accessory was patented by George Grant on December 12,1,401
What are the different types of plastic ?,1,402
How is it correct to say ` qigong ' ?,2,403
What was the highest mountain on earth before Mount Everest was discovered ?,4,404
"Where was the Ligurian Republic , 1797-185 , ?",4,405
What country 's people are the top television watchers ?,4,406
When was the women 's suffrage amendment ratified ?,5,407
What Polynesian people inhabit New Zealand ?,3,408
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,1,409
What Nevada center has been dubbed The Biggest Little City in the World ?,4,410
"What President lived at 219 North Delaware Street , Independence , Missouri ?",3,411
Give a reason for American Indians oftentimes dropping out of school .,2,412
Where must a soccer goalie stand to be permitted to handle the ball ?,4,413
What is the difference between classical conditioning and operant conditioning ?,2,414
In what U.S. state was the first woman governor elected ?,4,415
What are some interesting facts and information about dogsledding ?,2,416
What year did Hitler die ?,5,417
What famous model was married to Billy Joel ?,3,418
What kind of animal is Babar ?,1,419
What is Jane Goodall known for ?,2,420
What killed Bob Marley ?,1,421
How much money are Dumbo 's ears insured for ?,5,422
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,3,423
Who is Stein Eriksen ?,3,424
What does the name Billie mean ?,2,425
Who is the fastest swimmer in the world ?,3,426
What is the highest peak in Africa ?,4,427
Where is Procter & Gamble headquartered in the U.S. ?,4,428
What desert has been called The Garden of Allah ?,4,429
What do bicornate animals have two of ?,1,430
What function does a community 's water tower serve ?,2,431
What is a fear of weakness ?,1,432
How many miles is it to Ohio from North Carolina ?,5,433
How much snow equals an inch of rain ?,5,434
What does Inuit and Eskimo mean ?,2,435
What song served as the closing theme of The Johnny Cash Show ?,1,436
What field sport did dentist William Beers promote and write a standard book of rules for ?,1,437
How do I tie dye clothes ?,2,438
When does the average teenager first have intercourse ?,5,439
Why doesn 't www.answers.com have any answers to my questions ?,2,440
What actor 's autobiography is titled All My Yesterdays ?,3,441
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,3,442
Where 's the 19th hole on a golf course ?,4,443
What 's nature 's purpose for tornadoes ?,2,444
Who played the original Charlie 's Angels ?,3,445
Where can I find a person 's address from a telephone number ?,4,446
"What English word comes from the Old French covrefeu , meaning cover fire ?",1,447
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,1,448
Where did Sarge Steel get his metal hand ?,4,449
What makes popcorn pop ?,2,450
Who wrote The Night of the Iguana ?,3,451
Where does your hair grow the fastest ?,1,452
What country did King Gustav V reign over from 197 to 195 ?,4,453
Who painted Mother and Child ?,3,454
What is the speed of the Mississippi River ?,5,455
In what area of the world was the Six Day War fought ?,4,456
What is the brightest star visible from Earth ?,4,457
What film marked Robert Redford 's directorial debut ?,1,458
What was Mao 's second name ?,3,459
What film or films has Jude Law appeared in ?,1,460
Where do hyenas live ?,4,461
Who is the `` Queen Mother '' ?,3,462
What 's the most commonly-spoken language in Belgium ?,1,463
Who has more DNA - a man or a woman ?,3,464
What are Maid-Rites ?,2,465
"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?",1,466
What level of government or governmental agency is responsible for dealing with racism ?,3,467
How many referees work a soccer game ?,5,468
What do bee hives do in cranberry bogs ?,2,469
What caused the Lynmouth floods ?,2,470
When is the Tulip Festival in Michigan ?,5,471
"Who came up with the name , El Nino ?",3,472
What movie did Madilyn Kahn star in with Gene Wilder ?,1,473
What type of bridge is the Golden Gate Bridge ?,1,474
What dictator has the nickname `` El Maximo '' ?,3,475
What stereo manufacturer is `` Slightly ahead of its time '' ?,3,476
What U.S. city is The Queen of the Pacific ?,4,477
What TV sitcom character had the maiden name Ethel Potter ?,3,478
What was the first Lifesaver flavor ?,1,479
Who kept the most famous diary in the English language ?,3,480
Where can I find out the top 1 singles ?,4,481
How many degrees cooler is the inside of a cucumber than the air outside ?,5,482
What Spanish artist painted Crucifixion ?,3,483
What is the Jewish bible called ?,1,484
Why is the grass green ?,2,485
What is a firewall ?,2,486
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,3,487
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,3,488
How long does it take for Spider-Man 's web to evaporate ?,5,489
Who was Randy Steven Craft 's lawyer ?,3,490
What was known as the Spice Island ?,4,491
Who was the first host of Person to Person ?,3,492
Name the Ranger who was always after Yogi Bear .,3,493
"What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?",1,494
What does the Statue of Liberty wear on her feet ?,1,495
Who is the superstar in rent-a-cars ?,3,496
McCarren Airport is located in what city ?,4,497
"What household facility contains a float ball , ballcock , and overflow tube ?",1,498
What was the name of Betty Boop 's dog ?,1,499
What fraction of a beaver 's life is spent swimming ?,5,500
What was the Bridge of San Luis Rey made of ?,1,501
What do economists do ?,2,502
What country has the largest sheep population ?,4,503
"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",2,504
What country is the world 's largest importer of cognac ?,4,505
How many years is Johnnie Walker Black Label aged ?,5,506
What does SIDS stand for ?,0,507
What is Grenada 's main commodity export ?,1,508
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",5,509
What makes a clitoris sensitive ?,2,510
"What country has the most time zones , with 11 ?",4,511
Who is the president of Stanford University ?,3,512
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,3,513
"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",1,514
What city is Logan Airport in ?,4,515
What is a nanometer ?,2,516
How many innings are there in a regulation softball game ?,5,517
When did CNN go on the air ?,5,518
What is the largest city on the Great Lakes ?,4,519
What is the telephone number for the University of Kentucky ?,5,520
Who invented baseball ?,3,521
How many wives did Brigham Young have ?,5,522
What product on the market is good for hiding facial scars ?,1,523
How long is the Coney Island boardwalk ?,5,524
What city gained renown for its pea-soup fogs ?,4,525
What does `` Janelle '' mean ?,2,526
How do I get another city 's newspaper ?,2,527
Name a movie about the Sioux Indians starring Kevin Costner .,1,528
"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",3,529
What are the distinct physical characterstics of the Arabian horse ?,2,530
What is a fear of thunder ?,1,531
What animal has killed the most people ?,1,532
What Russian seaport has a name meaning `` Lord of the East '' ?,4,533
Where can stocks be traded on-line ?,4,534
When was the Battle of Hastings ?,5,535
What kind of file has the extension .dbf ?,1,536
When did Muhammad live ?,5,537
"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?",1,538
What is a wop ?,2,539
Where do rocks come from ?,2,540
How do I stop background noise in a car stereo ?,2,541
Where do people mountain climb in Nepal ?,4,542
What is the best college in the country ?,3,543
What is viscosity ?,2,544
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,1,545
What are the Nordic nations ?,4,546
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,4,547
What U.S. state borders Illinois to the north ?,4,548
Name a film in which Jude Law acted .,1,549
What is the temperature for baking Peachy Oat Muffins ?,5,550
What is a fear of bees ?,1,551
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,1,552
What is a green bog ?,2,553
Where did the myth of Santa Claus originate ?,4,554
What does a chairbound basophobic fear ?,1,555
What city is served by Logan International Airport ?,4,556
What wrestling star became `` The Incredible Hulk '' ?,3,557
What attracts tourists to Reims ?,4,558
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,1,559
What fastener did Whitcomb Judson patent in 1893 ?,1,560
What 's an auberge in France ?,2,561
Who was the star of the 1965 Broadway hit Golden Boy ?,3,562
Where is Procter & Gamble based in the U.S. ?,4,563
What army was founded by William Booth and his wife Catherine ?,3,564
What does ribavirin consist of ?,1,565
Name the soft drink that is `` number one in the sun . '',1,566
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,4,567
What was her real name ?,3,568
Why are the ears your center of balance ?,2,569
Who invented the toothbrush ?,3,570
What was the name of that popular song the Creeps sang ?,1,571
Where is the Abominable Snowman said to wander ?,4,572
What is a fear of being alone ?,1,573
How many dots make up the symbol for `` because '' ?,5,574
What do you get by adding Lactobacillus bulgaricus to milk ?,1,575
"When reading classified ads , what does EENTY : other stand for ?",0,576
How many hearts does an octopus have ?,5,577
What plant has the largest seed ?,1,578
What was the only country you were allowed to drive into Israel from in 1979 ?,4,579
What 's approaching when a cyclist shouts : `` Oil '' ?,1,580
"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",3,581
What kind of sport is often associated with hooligans ?,1,582
What video game hero do some of his fans call Chomper ?,3,583
How many holes are there in a tenpin bowling ball ?,5,584
What is the longest word in the English language ?,1,585
In What city or state do the most gay men live in ?,4,586
What is `` the bear of beers '' ?,1,587
Name the operating system that runs on IBM-compatible machines .,1,588
What does the name `` Justin '' mean ?,2,589
What percentage of the body is muscle ?,5,590
What color of dry wine should be served with veal roasts and chops ?,1,591
What is a golf ball made of ?,1,592
What is the Amish religion ?,2,593
What does an average daycare provider get paid in New England ?,5,594
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,3,595
Who played the Ringo Kid in the 1939 film Stagecoach ?,3,596
Who died 1 feet from where John F. Kennedy did ?,3,597
What is the `` coppertop '' battery ?,2,598
What sign is The Water Carrier the zodiacal symbol for ?,1,599
What animals do you find in the stock market ?,1,600
What is color ?,2,601
When is the site www.questions.com going to open ?,5,602
What did Shostakovich write for Rostropovich ?,1,603
What first name was Nipsy Russell given at birth ?,3,604
How can I get some free technical information on Electric Vehicle ?,2,605
Who is the youngest of the Beatles ?,3,606
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,2,607
What is a Jellicle Cat ?,2,608
Where can I find the best free evidence for debate about Russia ?,4,609
